Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
W,W840X251,W840X251,251.0,31900,859.0,860.0,,,,292.0,292.0,,,,17.0,17.5,9.52,31.0,31.8,,,,48.8,61.9,39.7,,,,,,4.71,,,44.7,,,3870.0,10300.0,9000.0,348.0,129.0,1380.0,883.0,63.5,,,,7370.0,22100.0,,60500.0,137.0,,,1770.0,5100.0,,,,,,,,,,,,,,,,,77.0,828.0,2530.0,,2820.0,2010.0,2300.0,733.0,140.0,
W,W840X226,W840X226,226.0,29000,851.0,851.0,,,,295.0,295.0,,,,16.1,15.9,7.94,26.9,27.0,,,,44.7,58.7,38.1,,,,,,5.48,,,47.2,,,3400.0,9160.0,7980.0,343.0,114.0,1210.0,773.0,62.7,,,,5160.0,19300.0,,60700.0,120.0,,,1550.0,4560.0,,,,,,,,,,,,,,,,,76.5,823.0,2520.0,,2820.0,2000.0,2290.0,733.0,140.0,
W,W840X210,W840X210,210.0,26800,846.0,845.0,,,,292.0,292.0,,,,15.4,15.9,7.94,24.4,23.8,,,,42.2,55.6,38.1,,,,,,6.01,,,49.6,,,3100.0,8420.0,7340.0,340.0,102.0,1100.0,700.0,61.7,,,,4040.0,17300.0,,60000.0,107.0,,,1390.0,4150.0,,,,,,,,,,,,,,,,,75.7,820.0,2500.0,,2790.0,1980.0,2280.0,733.0,140.0,
W,W840X193,W840X193,193.0,24700,841.0,841.0,,,,292.0,292.0,,,,14.7,14.3,7.94,21.7,22.2,,,,39.6,54.0,38.1,,,,,,6.73,,,51.7,,,2790.0,7650.0,6650.0,335.0,90.7,975.0,621.0,60.7,,,,3070.0,15200.0,,59800.0,94.9,,,1230.0,3770.0,,,,,,,,,,,,,,,,,74.7,818.0,2500.0,,2790.0,1970.0,2270.0,733.0,140.0,
W,W840X176,W840X176,176.0,22400,836.0,835.0,,,,292.0,292.0,,,,14.0,14.3,7.94,18.8,19.0,,,,36.6,50.8,38.1,,,,,,7.76,,,54.5,,,2460.0,6800.0,5880.0,330.0,77.8,841.0,534.0,58.9,,,,2210.0,13000.0,,59700.0,82.0,,,1070.0,3360.0,,,,,,,,,,,,,,,,,73.4,818.0,2480.0,,2770.0,1960.0,2260.0,733.0,140.0,
W,W760X582,W760X582,582.0,74200,843.0,845.0,,,,396.0,397.0,,,,34.5,34.9,17.5,62.0,61.9,,,,82.0,95.3,47.6,,,,,,3.19,,,19.7,,,8620.0,23800.0,20500.0,340.0,645.0,5080.0,3240.0,93.2,,,,72000.0,98300.0,,77400.0,475.0,,,4380.0,11800.0,,,,,,,,,,,,,,,,,111.0,782.0,2770.0,,3180.0,2080.0,2480.0,654.0,140.0,
W,W760X531,W760X531,531.0,67700,833.0,832.0,,,,394.0,394.0,,,,31.5,31.8,15.9,56.9,57.2,,,,77.0,88.9,46.0,,,,,,3.45,,,21.6,,,7780.0,21600.0,18700.0,338.0,579.0,4570.0,2930.0,92.5,,,,55800.0,87000.0,,76100.0,429.0,,,4000.0,10700.0,,,,,,,,,,,,,,,,,109.0,777.0,2740.0,,3150.0,2060.0,2450.0,654.0,140.0,
W,W760X484,W760X484,484.0,61900,823.0,822.0,,,,391.0,391.0,,,,29.0,28.6,14.3,52.1,52.4,,,,72.1,84.1,44.5,,,,,,3.75,,,23.4,,,6990.0,19500.0,17000.0,335.0,516.0,4130.0,2650.0,91.4,,,,42900.0,77100.0,,75500.0,384.0,,,3640.0,9720.0,,,,,,,,,,,,,,,,,108.0,772.0,2740.0,,3120.0,2040.0,2430.0,654.0,140.0,
W,W760X434,W760X434,434.0,55500,813.0,813.0,,,,389.0,387.0,,,,25.9,25.4,12.7,47.0,47.6,,,,67.1,79.4,44.5,,,,,,4.12,,,26.2,,,6200.0,17400.0,15200.0,335.0,458.0,3650.0,2360.0,90.9,,,,31300.0,67100.0,,74200.0,340.0,,,3260.0,8670.0,,,,,,,,,,,,,,,,,107.0,767.0,2720.0,,3100.0,2010.0,2400.0,654.0,140.0,
W,W760X389,W760X389,389.0,49700,803.0,803.0,,,,386.0,384.0,,,,23.6,23.8,12.7,41.9,41.3,,,,62.0,74.6,42.9,,,,,,4.59,,,28.7,,,5450.0,15500.0,13600.0,333.0,399.0,3210.0,2080.0,89.7,,,,22500.0,57700.0,,73500.0,297.0,,,2880.0,7690.0,,,,,,,,,,,,,,,,,106.0,762.0,2690.0,,3070.0,1990.0,2380.0,654.0,140.0,
W,W760X350,W760X350,350.0,44700,795.0,794.0,,,,384.0,381.0,,,,21.1,20.6,11.1,38.1,38.1,,,,58.2,69.9,41.3,,,,,,5.02,,,32.2,,,4870.0,13900.0,12300.0,330.0,356.0,2870.0,1870.0,89.2,,,,16800.0,51000.0,,72300.0,265.0,,,2610.0,6900.0,,,,,,,,,,,,,,,,,105.0,757.0,2670.0,,3050.0,1970.0,2360.0,654.0,140.0,
W,W760X314,W760X314,314.0,40200,785.0,787.0,,,,384.0,384.0,,,,19.7,19.0,9.52,33.5,33.3,,,,53.3,65.1,41.3,,,,,,5.74,,,34.5,,,4290.0,12300.0,10900.0,328.0,315.0,2540.0,1640.0,88.6,,,,11800.0,44600.0,,72300.0,231.0,,,2290.0,6100.0,,,,,,,,,,,,,,,,,104.0,752.0,2640.0,,3020.0,1950.0,2340.0,654.0,140.0,
W,W760X284,W760X284,284.0,36200,780.0,778.0,,,,381.0,381.0,,,,18.0,17.5,9.52,30.2,30.2,,,,50.0,63.5,39.7,,,,,,6.35,,,37.7,,,3830.0,11100.0,9830.0,325.0,280.0,2260.0,1470.0,87.9,,,,8740.0,39200.0,,71600.0,206.0,,,2050.0,5490.0,,,,,,,,,,,,,,,,,103.0,749.0,2640.0,,3020.0,1940.0,2320.0,654.0,140.0,
W,W760X257,W760X257,257.0,32800,772.0,775.0,,,,381.0,381.0,,,,16.6,15.9,7.94,27.2,27.0,,,,47.0,58.7,39.7,,,,,,7.04,,,40.8,,,3430.0,9950.0,8870.0,323.0,249.0,2020.0,1310.0,86.9,,,,6490.0,34600.0,,71000.0,184.0,,,1850.0,4930.0,,,,,,,,,,,,,,,,,102.0,744.0,2620.0,,3000.0,1930.0,2310.0,654.0,140.0,
W,W760X220,W760X220,220.0,28100,780.0,778.0,,,,267.0,267.0,,,,16.5,15.9,7.94,30.0,30.2,,,,46.5,63.5,39.7,,,,,,4.44,,,41.6,,,2780.0,8190.0,7140.0,315.0,94.5,1110.0,710.0,57.9,,,,6040.0,13300.0,,50000.0,99.9,,,1410.0,4060.0,,,,,,,,,,,,,,,,,70.4,749.0,2300.0,,2570.0,1830.0,2090.0,654.0,140.0,
W,W760X196,W760X196,196.0,25000,770.0,768.0,,,,267.0,267.0,,,,15.6,15.9,7.94,25.4,25.4,,,,41.9,57.2,38.1,,,,,,5.27,,,43.9,,,2400.0,7160.0,6230.0,310.0,81.6,957.0,610.0,57.2,,,,4050.0,11300.0,,49600.0,84.1,,,1190.0,3520.0,,,,,,,,,,,,,,,,,69.8,744.0,2270.0,,2540.0,1810.0,2070.0,654.0,140.0,
W,W760X185,W760X185,185.0,23500,767.0,765.0,,,,267.0,267.0,,,,14.9,14.3,7.94,23.6,23.8,,,,40.1,57.2,38.1,,,,,,5.65,,,46.2,,,2230.0,6690.0,5820.0,307.0,75.3,885.0,564.0,56.6,,,,3330.0,10400.0,,49500.0,78.3,,,1110.0,3310.0,,,,,,,,,,,,,,,,,69.3,744.0,2270.0,,2540.0,1800.0,2070.0,654.0,140.0,
W,W760X173,W760X173,173.0,22100,762.0,762.0,,,,267.0,267.0,,,,14.4,14.3,7.94,21.6,22.2,,,,38.1,54.0,38.1,,,,,,6.17,,,47.8,,,2050.0,6190.0,5390.0,305.0,68.3,806.0,513.0,55.6,,,,2680.0,9370.0,,49400.0,71.2,,,1010.0,3060.0,,,,,,,,,,,,,,,,,68.6,742.0,2270.0,,2530.0,1790.0,2060.0,654.0,140.0,
W,W760X161,W760X161,161.0,20500,757.0,759.0,,,,267.0,267.0,,,,13.8,14.3,7.94,19.3,19.0,,,,35.8,50.8,38.1,,,,,,6.89,,,49.6,,,1860.0,5670.0,4900.0,302.0,60.8,719.0,457.0,54.6,,,,2080.0,8300.0,,49200.0,63.3,,,900.0,2790.0,,,,,,,,,,,,,,,,,67.8,737.0,2260.0,,2520.0,1780.0,2050.0,654.0,140.0,
W,W760X147,W760X147,147.0,18700,754.0,752.0,,,,267.0,267.0,,,,13.2,12.7,6.35,17.0,17.5,,,,33.5,50.8,38.1,,,,,,7.8,,,51.9,,,1660.0,5110.0,4410.0,297.0,53.3,633.0,401.0,53.3,,,,1570.0,7200.0,,49200.0,55.8,,,795.0,2520.0,,,,,,,,,,,,,,,,,66.5,737.0,2250.0,,2520.0,1780.0,2040.0,654.0,140.0,
W,W760X134,W760X134,134.0,17000,749.0,749.0,,,,264.0,264.0,,,,11.9,12.7,6.35,15.5,15.9,,,,32.0,47.6,36.5,,,,,,8.52,,,57.5,,,1500.0,4640.0,4010.0,297.0,47.9,569.0,362.0,53.1,,,,1180.0,6440.0,,48500.0,49.5,,,716.0,2280.0,,,,,,,,,,,,,,,,,66.0,734.0,2240.0,,2500.0,1760.0,2030.0,654.0,140.0,
W,W690X802,W690X802,802.0,103000,826.0,826.0,,,,389.0,387.0,,,,50.0,50.8,25.4,89.9,90.5,,,,110.0,113.0,46.0,,,,,,2.15,,,12.1,,,10700.0,31000.0,25700.0,323.0,878.0,7160.0,4540.0,92.7,,,,206000.0,119000.0,,71600.0,624.0,,,5600.0,15500.0,,,,,,,,,,,,,,,,,112.0,737.0,2690.0,,3070.0,2040.0,2430.0,584.0,140.0,
W,W690X548,W690X548,548.0,70300,772.0,772.0,,,,373.0,371.0,,,,35.1,34.9,17.5,63.0,63.5,,,,83.1,93.7,47.6,,,,,,2.96,,,17.3,,,6740.0,20300.0,17400.0,310.0,545.0,4570.0,2930.0,88.4,,,,70800.0,68500.0,,66500.0,389.0,,,3790.0,10200.0,,,,,,,,,,,,,,,,,105.0,709.0,2540.0,,2920.0,1920.0,2290.0,584.0,140.0,
W,W690X500,W690X500,500.0,64000,762.0,762.0,,,,371.0,368.0,,,,32.0,31.8,15.9,57.9,57.2,,,,78.0,88.9,46.0,,,,,,3.19,,,18.9,,,6080.0,18500.0,15900.0,307.0,491.0,4130.0,2650.0,87.6,,,,54500.0,60700.0,,65200.0,350.0,,,3460.0,9230.0,,,,,,,,,,,,,,,,,104.0,704.0,2540.0,,2920.0,1890.0,2270.0,584.0,140.0,
W,W690X457,W690X457,457.0,58200,752.0,752.0,,,,366.0,368.0,,,,29.5,30.2,15.9,53.1,52.4,,,,73.2,84.1,46.0,,,,,,3.46,,,20.6,,,5450.0,16900.0,14500.0,305.0,437.0,3720.0,2390.0,86.6,,,,42000.0,53400.0,,63900.0,310.0,,,3110.0,8320.0,,,,,,,,,,,,,,,,,103.0,698.0,2500.0,,2870.0,1870.0,2240.0,584.0,140.0,
W,W690X419,W690X419,419.0,53600,744.0,743.0,,,,366.0,365.0,,,,26.9,27.0,14.3,49.0,49.2,,,,69.1,79.4,44.5,,,,,,3.72,,,22.5,,,4950.0,15300.0,13300.0,305.0,397.0,3380.0,2180.0,86.1,,,,33100.0,47800.0,,63500.0,285.0,,,2880.0,7640.0,,,,,,,,,,,,,,,,,102.0,696.0,2500.0,,2870.0,1850.0,2220.0,584.0,140.0,
W,W690X384,W690X384,384.0,49100,737.0,737.0,,,,363.0,362.0,,,,24.9,25.4,12.7,45.0,44.4,,,,65.0,76.2,42.9,,,,,,4.03,,,24.4,,,4500.0,14000.0,12200.0,302.0,358.0,3060.0,1970.0,85.3,,,,25600.0,42700.0,,62800.0,256.0,,,2620.0,6950.0,,,,,,,,,,,,,,,,,101.0,691.0,2480.0,,2840.0,1840.0,2200.0,584.0,140.0,
W,W690X350,W690X350,350.0,44800,729.0,727.0,,,,361.0,362.0,,,,23.1,23.8,12.7,40.9,41.3,,,,61.0,73.0,42.9,,,,,,4.41,,,26.2,,,4040.0,12700.0,11100.0,300.0,320.0,2750.0,1770.0,84.6,,,,19600.0,37900.0,,62100.0,229.0,,,2380.0,6290.0,,,,,,,,,,,,,,,,,99.6,688.0,2460.0,,2820.0,1820.0,2180.0,584.0,140.0,
W,W690X323,W690X323,323.0,41200,721.0,721.0,,,,358.0,359.0,,,,21.1,20.6,11.1,38.1,38.1,,,,58.2,68.3,41.3,,,,,,4.71,,,28.7,,,3710.0,11700.0,10300.0,300.0,293.0,2520.0,1640.0,84.3,,,,15700.0,34400.0,,61200.0,209.0,,,2200.0,5750.0,,,,,,,,,,,,,,,,,98.8,683.0,2440.0,,2790.0,1800.0,2160.0,584.0,140.0,
W,W690X289,W690X289,289.0,36800,714.0,714.0,,,,356.0,356.0,,,,19.1,19.0,9.52,34.0,33.3,,,,54.1,65.1,39.7,,,,,,5.24,,,31.8,,,3270.0,10300.0,9160.0,297.0,258.0,2230.0,1440.0,83.6,,,,11300.0,29800.0,,60500.0,183.0,,,1950.0,5110.0,,,,,,,,,,,,,,,,,97.8,681.0,2410.0,,2770.0,1780.0,2140.0,584.0,140.0,
W,W690X265,W690X265,265.0,33900,706.0,705.0,,,,358.0,359.0,,,,18.4,19.0,9.52,30.2,30.2,,,,50.3,60.3,39.7,,,,,,5.92,,,32.9,,,2920.0,9340.0,8280.0,295.0,231.0,2000.0,1290.0,82.6,,,,8370.0,26400.0,,60500.0,164.0,,,1740.0,4620.0,,,,,,,,,,,,,,,,,97.3,676.0,2410.0,,2770.0,1770.0,2130.0,584.0,140.0,
W,W690X240,W690X240,240.0,30700,701.0,702.0,,,,356.0,356.0,,,,16.8,17.5,9.52,27.4,27.0,,,,47.5,58.7,39.7,,,,,,6.49,,,36.1,,,2630.0,8440.0,7510.0,292.0,207.0,1790.0,1160.0,82.0,,,,6290.0,23400.0,,59900.0,146.0,,,1560.0,4160.0,,,,,,,,,,,,,,,,,96.3,673.0,2410.0,,2770.0,1760.0,2110.0,584.0,140.0,
W,W690X217,W690X217,217.0,27900,696.0,695.0,,,,356.0,356.0,,,,15.4,15.9,7.94,24.8,25.4,,,,44.7,55.6,38.1,,,,,,7.16,,,39.4,,,2360.0,7600.0,6780.0,292.0,184.0,1600.0,1040.0,81.3,,,,4700.0,20700.0,,59700.0,132.0,,,1410.0,3750.0,,,,,,,,,,,,,,,,,95.5,671.0,2390.0,,2740.0,1750.0,2100.0,584.0,140.0,
W,W690X192,W690X192,192.0,24400,701.0,702.0,,,,254.0,254.0,,,,15.5,15.9,7.94,27.9,28.6,,,,43.2,58.7,38.1,,,,,,4.55,,,39.7,,,1980.0,6470.0,5650.0,284.0,76.6,944.0,603.0,56.1,,,,4620.0,8730.0,,42800.0,75.8,,,1120.0,3200.0,,,,,,,,,,,,,,,,,67.6,673.0,2110.0,,2360.0,1660.0,1910.0,584.0,140.0,
W,W690X170,W690X170,170.0,21700,693.0,692.0,,,,257.0,257.0,,,,14.5,14.3,7.94,23.6,23.8,,,,38.9,54.0,38.1,,,,,,5.41,,,42.5,,,1700.0,5620.0,4900.0,279.0,66.2,808.0,516.0,55.4,,,,3050.0,7410.0,,43000.0,64.9,,,957.0,2790.0,,,,,,,,,,,,,,,,,67.3,671.0,2100.0,,2360.0,1640.0,1900.0,584.0,140.0,
W,W690X152,W690X152,152.0,19400,688.0,689.0,,,,254.0,254.0,,,,13.1,12.7,6.35,21.1,20.6,,,,36.3,52.4,36.5,,,,,,6.03,,,47.1,,,1510.0,5000.0,4380.0,279.0,57.9,711.0,456.0,54.6,,,,2200.0,6440.0,,42400.0,56.6,,,847.0,2470.0,,,,,,,,,,,,,,,,,66.5,668.0,2090.0,,2340.0,1630.0,1880.0,584.0,140.0,
W,W690X140,W690X140,140.0,17800,683.0,683.0,,,,254.0,254.0,,,,12.4,12.7,6.35,18.9,19.0,,,,34.0,49.2,36.5,,,,,,6.7,,,49.5,,,1360.0,4560.0,3980.0,277.0,51.6,636.0,406.0,53.8,,,,1680.0,5720.0,,42200.0,50.8,,,759.0,2250.0,,,,,,,,,,,,,,,,,65.8,665.0,2080.0,,2330.0,1620.0,1870.0,584.0,140.0,
W,W690X125,W690X125,125.0,15900,678.0,679.0,,,,254.0,254.0,,,,11.7,11.1,6.35,16.3,15.9,,,,31.5,47.6,36.5,,,,,,7.78,,,52.7,,,1190.0,4000.0,3490.0,272.0,44.1,544.0,347.0,52.6,,,,1170.0,4810.0,,42100.0,43.3,,,652.0,1980.0,,,,,,,,,,,,,,,,,64.5,663.0,2070.0,,2320.0,1610.0,1860.0,584.0,140.0,
W,W610X551,W610X551,551.0,70300,711.0,711.0,,,,348.0,346.0,,,,38.6,38.1,19.0,69.1,69.8,,,,81.8,102.0,50.8,,,,,,2.51,,,14.2,,,5580.0,18500.0,15700.0,282.0,483.0,4380.0,2790.0,83.1,,,,83700.0,49900.0,,55900.0,336.0,,,3420.0,9310.0,,,,,,,,,,,,,,,,,99.6,643.0,2370.0,,2720.0,1770.0,2120.0,508.0,140.0,
W,W610X498,W610X498,498.0,63400,699.0,698.0,,,,343.0,343.0,,,,35.1,34.9,17.5,63.0,63.5,,,,75.7,95.3,47.6,,,,,,2.73,,,15.6,,,4950.0,16700.0,14200.0,279.0,429.0,3900.0,2490.0,82.0,,,,63300.0,43200.0,,54500.0,294.0,,,3080.0,8290.0,,,,,,,,,,,,,,,,,98.0,635.0,2320.0,,2670.0,1740.0,2080.0,508.0,140.0,
W,W610X455,W610X455,455.0,57900,688.0,689.0,,,,340.0,340.0,,,,32.0,31.8,15.9,57.9,57.2,,,,70.6,90.5,46.0,,,,,,2.94,,,17.1,,,4450.0,15100.0,12900.0,277.0,383.0,3510.0,2250.0,81.3,,,,48700.0,38100.0,,53600.0,264.0,,,2820.0,7520.0,,,,,,,,,,,,,,,,,96.8,630.0,2300.0,,2640.0,1720.0,2060.0,508.0,140.0,
W,W610X415,W610X415,415.0,52800,678.0,679.0,,,,338.0,337.0,,,,29.5,30.2,15.9,53.1,52.4,,,,65.8,85.7,46.0,,,,,,3.18,,,18.6,,,4000.0,13700.0,11800.0,274.0,343.0,3160.0,2030.0,80.5,,,,37700.0,33600.0,,52800.0,237.0,,,2560.0,6820.0,,,,,,,,,,,,,,,,,95.5,625.0,2280.0,,2620.0,1690.0,2030.0,508.0,140.0,
W,W610X372,W610X372,372.0,47400,668.0,670.0,,,,335.0,333.0,,,,26.4,27.0,14.3,48.0,47.6,,,,60.7,79.4,44.5,,,,,,3.49,,,20.7,,,3530.0,12200.0,10600.0,272.0,301.0,2800.0,1800.0,79.8,,,,27700.0,29000.0,,52000.0,209.0,,,2290.0,6060.0,,,,,,,,,,,,,,,,,94.2,620.0,2260.0,,2590.0,1670.0,2010.0,508.0,140.0,
W,W610X341,W610X341,341.0,43400,660.0,660.0,,,,333.0,333.0,,,,24.4,23.8,12.7,43.9,44.4,,,,56.6,76.2,42.9,,,,,,3.79,,,22.5,,,3180.0,11100.0,9640.0,272.0,271.0,2520.0,1630.0,79.0,,,,21400.0,25800.0,,51300.0,187.0,,,2080.0,5510.0,,,,,,,,,,,,,,,,,93.2,617.0,2260.0,,2590.0,1650.0,1990.0,508.0,140.0,
W,W610X307,W610X307,307.0,39200,653.0,654.0,,,,330.0,330.0,,,,22.1,22.2,11.1,39.9,39.7,,,,52.6,73.0,41.3,,,,,,4.14,,,24.8,,,2840.0,9930.0,8700.0,269.0,241.0,2250.0,1460.0,78.2,,,,15900.0,22600.0,,50600.0,166.0,,,1880.0,4950.0,,,,,,,,,,,,,,,,,91.9,612.0,2240.0,,2570.0,1640.0,1970.0,508.0,140.0,
W,W610X285,W610X285,285.0,36500,648.0,648.0,,,,330.0,330.0,,,,20.6,20.6,11.1,37.1,36.5,,,,49.8,69.9,41.3,,,,,,4.43,,,26.6,,,2610.0,9160.0,8050.0,267.0,221.0,2060.0,1340.0,78.0,,,,12800.0,20500.0,,50400.0,154.0,,,1750.0,4590.0,,,,,,,,,,,,,,,,,91.4,610.0,2240.0,,2570.0,1630.0,1960.0,508.0,140.0,
W,W610X262,W610X262,262.0,33400,640.0,641.0,,,,328.0,327.0,,,,19.1,19.0,9.52,34.0,33.3,,,,46.7,66.7,39.7,,,,,,4.81,,,28.7,,,2360.0,8370.0,7370.0,267.0,199.0,1880.0,1220.0,77.2,,,,9950.0,18400.0,,49600.0,139.0,,,1590.0,4160.0,,,,,,,,,,,,,,,,,90.7,607.0,2200.0,,2530.0,1610.0,1940.0,508.0,140.0,
W,W610X241,W610X241,241.0,30800,635.0,635.0,,,,330.0,330.0,,,,17.9,17.5,9.52,31.0,31.8,,,,43.7,63.5,39.7,,,,,,5.31,,,30.6,,,2150.0,7670.0,6780.0,264.0,184.0,1720.0,1120.0,77.5,,,,7700.0,16800.0,,49900.0,127.0,,,1460.0,3820.0,,,,,,,,,,,,,,,,,90.7,605.0,2200.0,,2530.0,1600.0,1930.0,508.0,140.0,
W,W610X217,W610X217,217.0,27700,627.0,629.0,,,,328.0,327.0,,,,16.5,15.9,7.94,27.7,27.0,,,,40.4,60.3,39.7,,,,,,5.92,,,33.2,,,1910.0,6850.0,6080.0,262.0,163.0,1530.0,991.0,76.5,,,,5580.0,14700.0,,49100.0,112.0,,,1290.0,3390.0,,,,,,,,,,,,,,,,,89.7,599.0,2180.0,,2510.0,1580.0,1910.0,508.0,140.0,
W,W610X195,W610X195,195.0,24900,622.0,622.0,,,,328.0,327.0,,,,15.4,15.9,7.94,24.4,23.8,,,,37.1,57.2,38.1,,,,,,6.7,,,35.6,,,1670.0,6060.0,5390.0,259.0,142.0,1340.0,869.0,75.4,,,,3950.0,12600.0,,49000.0,97.8,,,1140.0,3020.0,,,,,,,,,,,,,,,,,88.6,597.0,2170.0,,2500.0,1570.0,1900.0,508.0,140.0,
W,W610X174,W610X174,174.0,22200,617.0,616.0,,,,325.0,324.0,,,,14.0,14.3,7.94,21.6,22.2,,,,34.3,54.0,38.1,,,,,,7.53,,,39.2,,,1470.0,5360.0,4770.0,257.0,124.0,1170.0,762.0,74.7,,,,2800.0,11000.0,,48400.0,84.9,,,1000.0,2670.0,,,,,,,,,,,,,,,,,87.9,597.0,2160.0,,2480.0,1560.0,1880.0,508.0,140.0,
W,W610X155,W610X155,155.0,19800,612.0,610.0,,,,325.0,324.0,,,,12.7,12.7,6.35,19.1,19.0,,,,31.8,52.4,36.5,,,,,,8.5,,,43.1,,,1290.0,4740.0,4230.0,257.0,108.0,1020.0,667.0,73.9,,,,1960.0,9450.0,,48200.0,74.5,,,883.0,2360.0,,,,,,,,,,,,,,,,,86.9,594.0,2150.0,,2480.0,1550.0,1870.0,508.0,140.0,
W,W610X153,W610X153,153.0,19500,622.0,622.0,,,,229.0,229.0,,,,14.0,14.3,7.94,24.9,25.4,,,,37.6,57.2,38.1,,,,,,4.59,,,39.2,,,1250.0,4590.0,4010.0,254.0,49.5,680.0,434.0,50.5,,,,2940.0,4460.0,,34100.0,48.7,,,798.0,2280.0,,,,,,,,,,,,,,,,,61.0,597.0,1880.0,,2110.0,1470.0,1700.0,508.0,140.0,
W,W610X140,W610X140,140.0,17900,617.0,616.0,,,,230.0,232.0,,,,13.1,12.7,6.35,22.2,22.2,,,,35.1,54.0,36.5,,,,,,5.18,,,41.9,,,1120.0,4160.0,3640.0,251.0,45.4,615.0,393.0,50.3,,,,2190.0,4030.0,,34300.0,43.7,,,718.0,2060.0,,,,,,,,,,,,,,,,,61.0,594.0,1880.0,,2110.0,1470.0,1690.0,508.0,140.0,
W,W610X125,W610X125,125.0,15900,612.0,613.0,,,,229.0,229.0,,,,11.9,12.7,6.35,19.6,19.0,,,,32.3,52.4,36.5,,,,,,5.86,,,45.9,,,986.0,3670.0,3210.0,249.0,39.3,534.0,342.0,49.5,,,,1540.0,3440.0,,33900.0,38.0,,,629.0,1820.0,,,,,,,,,,,,,,,,,60.2,592.0,1870.0,,2100.0,1450.0,1680.0,508.0,140.0,
W,W610X113,W610X113,113.0,14500,607.0,606.0,,,,228.0,229.0,,,,11.2,11.1,6.35,17.3,17.5,,,,30.0,49.2,36.5,,,,,,6.61,,,49.0,,,874.0,3280.0,2880.0,246.0,34.3,469.0,302.0,48.8,,,,1120.0,2980.0,,33700.0,33.2,,,554.0,1620.0,,,,,,,,,,,,,,,,,59.2,589.0,1850.0,,2080.0,1440.0,1670.0,508.0,140.0,
W,W610X101,W610X101,101.0,13000,602.0,603.0,,,,228.0,229.0,,,,10.5,11.1,6.35,14.9,14.3,,,,27.7,47.6,36.5,,,,,,7.66,,,52.0,,,762.0,2900.0,2520.0,243.0,29.3,401.0,257.0,47.5,,,,778.0,2530.0,,33400.0,28.3,,,474.0,1430.0,,,,,,,,,,,,,,,,,58.4,587.0,1840.0,,2070.0,1430.0,1660.0,508.0,140.0,
W,W610X92,W610X92,92.0,11700,602.0,603.0,,,,179.0,178.0,,,,10.9,11.1,6.35,15.0,14.3,,,,27.7,38.1,27.0,,,,,,5.97,,,50.1,,,645.0,2510.0,2150.0,234.0,14.4,257.0,161.0,35.1,,,,712.0,1240.0,,26300.0,17.6,,,369.0,1230.0,,,,,,,,,,,,,,,,,44.4,587.0,1700.0,,1870.0,1380.0,1560.0,527.0,88.9,
W,W610X82,W610X82,82.0,10500,599.0,600.0,,,,178.0,178.0,,,,10.0,9.52,4.76,12.8,12.7,,,,25.7,36.5,25.4,,,,,,6.94,,,54.6,,,562.0,2200.0,1870.0,231.0,12.1,218.0,136.0,34.0,,,,491.0,1040.0,,26100.0,14.9,,,316.0,1080.0,,,,,,,,,,,,,,,,,43.7,587.0,1690.0,,1870.0,1380.0,1550.0,527.0,88.9,
W,W530X409,W530X409,409.0,52800,612.0,613.0,,,,328.0,327.0,,,,31.0,31.8,15.9,55.6,55.6,,,,85.6,87.3,46.0,,,,,,2.95,,,14.2,,,3200.0,12300.0,10500.0,246.0,328.0,3130.0,2000.0,78.7,,,,44500.0,25400.0,,45600.0,208.0,,,2290.0,6050.0,,,,,,,,,,,,,,,,,93.5,556.0,2090.0,,2420.0,1550.0,1880.0,438.0,140.0,
W,W530X369,W530X369,369.0,47600,602.0,603.0,,,,325.0,324.0,,,,27.9,28.6,14.3,50.5,50.8,,,,80.5,82.6,44.5,,,,,,3.22,,,15.8,,,2840.0,11000.0,9440.0,244.0,291.0,2790.0,1790.0,78.2,,,,33600.0,22100.0,,44800.0,184.0,,,2070.0,5410.0,,,,,,,,,,,,,,,,,92.2,551.0,2070.0,,2400.0,1530.0,1850.0,438.0,140.0,
W,W530X332,W530X332,332.0,42900,594.0,594.0,,,,323.0,321.0,,,,25.4,25.4,12.7,45.5,46.0,,,,75.4,77.8,42.9,,,,,,3.55,,,17.5,,,2530.0,9850.0,8520.0,243.0,256.0,2460.0,1580.0,77.2,,,,24800.0,19300.0,,44300.0,162.0,,,1850.0,4840.0,,,,,,,,,,,,,,,,,90.7,549.0,2050.0,,2380.0,1510.0,1830.0,438.0,140.0,
