Type,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(α),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
MC,MC200X29.8,MC200X29.8,29.8,3790,203.0,203.0,,,,77.0,76.2,,,,10.2,9.52,4.76,12.7,12.7,,,,28.7,28.6,,21.3,,21.4,9.32,,,6.06,,15.0,,,22.6,269.0,223.0,77.2,1.84,63.3,33.1,22.0,,,,184.0,12.8,,4320.0,1.24,0.82,0.401,80.8,133.0,90.9,0.779,,,,,,,,,,,,,,,26.2,190.0,607.0,,686.0,483.0,561.0,146.0,50.8,
MC,MC200X27.8,MC200X27.8,27.8,3550,203.0,203.0,,,,75.7,76.2,,,,8.97,9.52,4.76,12.7,12.7,,,,28.7,28.6,,21.6,,22.6,8.74,,,5.96,,17.0,,,21.8,256.0,215.0,78.5,1.73,61.0,32.0,22.0,,,,158.0,12.1,,4210.0,1.18,0.737,0.364,80.8,127.0,92.7,0.773,,,,,,,,,,,,,,,25.9,190.0,605.0,,681.0,483.0,559.0,146.0,50.8,
MC,MC200X12.6,MC200X12.6,12.6,1610,203.0,203.0,,,,47.5,47.6,,,,4.55,4.76,3.18,7.9,7.94,,,,20.7,20.6,,10.9,,13.8,3.96,,,6.01,,38.4,,,9.7,114.0,95.4,77.5,0.26,14.3,7.06,12.7,,,,24.4,2.2,,2850.0,0.328,0.229,0.119,33.1,56.5,82.3,0.91,,,,,,,,,,,,,,,15.8,195.0,528.0,,577.0,455.0,500.0,162.0,28.6,
MC,MC180X33.8,MC180X33.8,33.8,4300,178.0,178.0,,,,91.4,92.1,,,,12.8,12.7,6.35,12.7,12.7,,,,28.7,28.6,,26.4,,25.7,12.1,,,7.2,,9.94,,,19.7,269.0,221.0,67.8,3.01,88.2,46.4,26.4,,,,260.0,15.7,,4370.0,1.47,0.937,0.458,82.4,133.0,89.7,0.659,,,,,,,,,,,,,,,31.2,165.0,597.0,,688.0,447.0,538.0,121.0,50.8,
MC,MC180X28.4,MC180X28.4,28.4,3620,178.0,178.0,,,,87.6,88.9,,,,8.94,9.52,4.76,12.7,12.7,,,,28.7,28.6,,27.4,,29.2,14.7,,,6.9,,14.2,,,17.9,238.0,202.0,70.4,2.52,79.5,41.8,26.4,,,,169.0,13.2,,4080.0,1.28,0.687,0.339,82.4,118.0,94.0,0.638,,,,,,,,,,,,,,,30.2,165.0,587.0,,673.0,445.0,531.0,121.0,50.8,
MC,MC150X26.8,MC150X26.8,26.8,3410,152.0,152.0,,,,88.9,88.9,,,,9.63,9.52,4.76,12.1,12.7,,,,26.9,27.0,,28.4,,29.7,16.4,,,7.37,,10.8,,,12.4,192.0,162.0,60.2,2.45,76.7,40.5,26.7,,,,158.0,9.29,,3480.0,1.04,0.533,0.284,67.2,95.0,87.9,0.563,,,,,,,,,,,,,,,30.5,140.0,538.0,,627.0,394.0,483.0,98.4,50.8,
MC,MC150X22.8,MC150X22.8,22.8,2900,152.0,152.0,,,,88.9,88.9,,,,8.64,7.94,4.76,9.78,9.52,,,,22.2,22.2,,26.7,,29.5,13.0,,,9.09,,13.1,,,10.5,162.0,138.0,60.5,2.04,63.1,32.9,26.7,,,,92.8,8.06,,3630.0,0.899,0.504,0.239,56.0,81.1,86.6,0.579,,,,,,,,,,,,,,,30.5,143.0,541.0,,630.0,394.0,483.0,108.0,50.8,
MC,MC150X24.3,MC150X24.3,24.3,3090,152.0,152.0,,,,76.2,76.2,,,,9.53,9.52,4.76,12.1,12.7,,,,26.9,27.0,,23.5,,23.6,11.8,,,6.32,,10.9,,,10.8,170.0,142.0,59.2,1.57,56.9,29.8,22.5,,,,140.0,5.93,,3020.0,0.783,0.441,0.223,56.4,84.1,79.0,0.643,,,,,,,,,,,,,,,26.2,140.0,505.0,,582.0,381.0,457.0,98.4,44.5,
MC,MC150X22.5,MC150X22.5,22.5,2860,152.0,152.0,,,,74.7,76.2,,,,8.03,7.94,4.76,12.1,12.7,,,,26.9,27.0,,23.9,,24.9,13.8,,,6.19,,12.9,,,10.4,161.0,136.0,60.2,1.44,54.1,28.3,22.4,,,,119.0,5.5,,2930.0,0.737,0.381,0.19,56.4,79.8,80.8,0.634,,,,,,,,,,,,,,,25.7,140.0,500.0,,574.0,378.0,455.0,98.4,44.5,
MC,MC150X17.9,MC150X17.9,17.9,2280,152.0,152.0,,,,63.5,63.5,,,,7.87,7.94,4.76,9.53,9.52,,,,22.2,22.2,,17.9,,18.4,7.47,,,6.67,,14.5,,,7.78,122.0,102.0,58.4,0.77,32.3,16.9,18.4,,,,64.5,3.03,,2660.0,0.47,0.301,0.147,37.9,60.6,71.1,0.74,,,,,,,,,,,,,,,21.7,143.0,472.0,,536.0,368.0,432.0,108.0,38.1,
MC,MC150X10.4,MC150X10.4,10.4,1350,152.0,152.0,,,,47.8,47.6,,,,4.55,4.76,3.18,7.39,7.94,,,,19.1,19.1,,12.7,,14.8,4.42,,,6.46,,26.0,,,4.75,73.7,62.4,59.4,0.251,14.2,7.19,13.6,,,,19.3,1.07,,2060.0,0.216,0.138,0.0666,23.1,36.4,66.8,0.83,,,,,,,,,,,,,,,16.2,145.0,414.0,,462.0,353.0,401.0,114.0,,
MC,MC150X9.7,MC150X9.7,9.7,1260,152.0,152.0,,,,47.0,47.6,,,,3.94,3.18,1.59,7.39,7.94,,,,19.1,19.1,,13.0,,15.5,4.85,,,6.36,,30.1,,,4.58,70.1,60.0,60.5,0.235,13.7,6.92,13.7,,,,17.1,1.01,,1990.0,0.203,0.121,0.0608,23.1,34.6,68.1,0.824,,,,,,,,,,,,,,,16.0,145.0,414.0,,460.0,353.0,399.0,114.0,,
MC,MC100X20.5,MC100X20.5,20.5,2600,102.0,102.0,,,,63.5,63.5,,,,12.7,12.7,6.35,12.7,12.7,,,,25.4,25.4,,21.6,,16.3,12.9,,,5.0,,4.48,,,3.68,90.6,72.6,37.6,0.887,39.3,21.1,18.5,,,,155.0,1.3,,1530.0,0.335,0.19,0.0945,28.7,45.1,56.6,0.55,,,,,,,,,,,,,,,21.6,88.9,338.0,,401.0,267.0,330.0,50.8,,
MC,MC75X10.6,MC75X10.6,10.6,1360,76.2,76.2,,,,49.3,50.8,,,,7.92,7.94,4.76,8.92,9.52,,,,20.7,20.6,,16.6,,14.6,10.5,,,5.53,,4.93,,,1.13,36.7,29.7,29.0,0.277,16.4,8.49,14.3,,,,38.6,0.246,,903.0,0.107,0.0558,0.0274,12.4,18.2,44.7,0.516,,,,,,,,,,,,,,,16.7,67.3,259.0,,309.0,202.0,251.0,34.9,,
L,L305X305X34.9,L305X305X34.9,156.0,20100,305.0,,,,,,,,305.0,,,,,,,35.1,,,53.1,52.4,,88.9,88.9,,33.0,33.0,,8.7,,,,,172.0,1440.0,797.0,92.5,172.0,1440.0,797.0,92.5,68.7,58.4,546.0,8280.0,56.7,,,,,,,,165.0,0.627,1.0,275.0,203.0,0.0,203.0,102.0,126.0,102.0,1350.0,,1350.0,672.0,546.0,672.0,,,914.0,914.0,1220.0,,,,,
L,L305X305X31.8,L305X305X31.8,143.0,18300,305.0,,,,,,,,305.0,,,,,,,31.8,,,49.8,49.2,,87.6,87.6,,30.0,30.0,,9.6,,,,,159.0,1320.0,731.0,93.0,159.0,1320.0,731.0,93.0,63.3,58.7,510.0,6200.0,43.0,,,,,,,,166.0,0.627,1.0,254.0,204.0,0.0,204.0,103.0,124.0,103.0,1240.0,,1240.0,615.0,510.0,615.0,,,914.0,914.0,1220.0,,,,,
L,L305X305X28.6,L305X305X28.6,130.0,16600,305.0,,,,,,,,305.0,,,,,,,28.7,,,46.7,46.0,,86.6,86.6,,27.4,27.4,,10.6,,,,,146.0,1210.0,667.0,93.5,146.0,1210.0,667.0,93.5,58.3,59.2,475.0,4620.0,32.2,,,,,,,,167.0,0.626,1.0,233.0,205.0,0.0,205.0,103.0,122.0,103.0,1130.0,,1130.0,565.0,475.0,565.0,,,914.0,914.0,1220.0,,,,,
L,L305X305X25.4,L305X305X25.4,116.0,14800,305.0,,,,,,,,305.0,,,,,,,25.4,,,43.4,42.9,,85.3,85.3,,24.3,24.3,,12.0,,,,,131.0,1080.0,598.0,94.0,131.0,1080.0,598.0,94.0,52.4,59.4,434.0,3250.0,22.7,,,,,,,,168.0,0.626,1.0,210.0,207.0,0.0,207.0,104.0,121.0,104.0,1020.0,,1020.0,505.0,434.0,505.0,,,914.0,914.0,1220.0,,,,,
L,L254X254X34.9,L254X254X34.9,130.0,16500,254.0,,,,,,,,254.0,,,,,,,35.1,,,55.4,55.6,,76.2,76.2,,32.5,32.5,,7.25,,,,,96.1,982.0,541.0,76.2,96.1,980.0,541.0,76.2,38.8,48.5,361.0,6830.0,31.7,,,,,,,,136.0,0.629,1.0,154.0,167.0,0.0,167.0,84.3,108.0,84.3,919.0,,919.0,461.0,361.0,461.0,,,762.0,762.0,1020.0,,,,,
L,L254X254X31.8,L254X254X31.8,119.0,15100,254.0,,,,,,,,254.0,,,,,,,31.8,,,52.1,52.4,,74.9,74.9,,29.7,29.7,,8.0,,,,,88.7,900.0,495.0,76.7,88.7,900.0,495.0,76.7,35.5,48.5,336.0,5120.0,24.0,,,,,,,,137.0,0.628,1.0,142.0,168.0,0.0,168.0,84.8,106.0,84.8,842.0,,842.0,420.0,336.0,420.0,,,762.0,762.0,1020.0,,,,,
L,L254X254X28.6,L254X254X28.6,108.0,13700,254.0,,,,,,,,254.0,,,,,,,28.7,,,49.0,49.2,,73.7,73.7,,27.2,27.2,,8.85,,,,,81.6,823.0,452.0,77.0,81.6,823.0,452.0,77.0,32.5,48.8,313.0,3830.0,18.1,,,,,,,,137.0,0.627,1.0,131.0,169.0,0.0,169.0,85.6,104.0,85.6,772.0,,772.0,380.0,313.0,380.0,,,762.0,762.0,1020.0,,,,,
L,L254X254X25.4,L254X254X25.4,96.3,12300,254.0,,,,,,,,254.0,,,,,,,25.4,,,45.7,46.0,,72.6,72.6,,24.1,24.1,,10.0,,,,,73.7,738.0,406.0,77.5,73.7,738.0,406.0,77.5,29.3,48.8,285.0,2690.0,12.8,,,,,,,,139.0,0.626,1.0,118.0,171.0,0.0,171.0,85.9,103.0,85.9,693.0,,693.0,341.0,285.0,341.0,,,762.0,762.0,1020.0,,,,,
L,L254X254X22.2,L254X254X22.2,84.7,10800,254.0,,,,,,,,254.0,,,,,,,22.2,,,42.7,42.9,,71.1,71.1,,21.3,21.3,,11.4,,,,,65.8,654.0,359.0,78.0,65.8,654.0,359.0,78.0,26.1,49.0,261.0,1830.0,8.73,,,,,,,,139.0,0.627,1.0,105.0,172.0,0.0,172.0,86.9,101.0,86.9,613.0,,613.0,302.0,261.0,302.0,,,762.0,762.0,1020.0,,,,,
L,L254X254X19,L254X254X19,73.1,9360,254.0,,,,,,,,254.0,,,,,,,19.1,,,39.4,39.7,,70.1,70.1,,18.4,18.4,,13.3,,,,,57.9,567.0,315.0,78.7,57.9,567.0,315.0,78.7,23.2,49.8,234.0,1170.0,5.61,,,,,,,,140.0,0.628,1.0,92.4,173.0,0.0,173.0,87.1,99.1,87.1,534.0,,534.0,266.0,234.0,266.0,,,762.0,762.0,1020.0,,,,,
L,L203X203X28.6,L203X203X28.6,84.7,10800,203.0,,,,,,,,203.0,,,,,,,28.6,,,44.5,44.5,,61.0,61.0,,26.7,26.7,,7.08,,,,,40.8,518.0,287.0,61.2,40.8,518.0,287.0,61.2,16.9,39.6,197.0,2970.0,8.73,,,,,,,,109.0,0.63,1.0,64.5,134.0,0.0,134.0,67.6,86.1,67.6,483.0,,483.0,251.0,197.0,251.0,,,610.0,610.0,813.0,,,,,
L,L203X203X25.4,L203X203X25.4,75.9,9740,203.0,,,,,,,,203.0,,,,,,,25.4,,,41.4,41.3,,59.9,59.9,,24.0,24.0,,8.0,,,,,37.1,467.0,259.0,61.7,37.1,467.0,259.0,61.7,15.3,39.6,180.0,2110.0,6.28,,,,,,,,110.0,0.63,1.0,58.7,135.0,0.0,135.0,67.8,84.8,67.8,436.0,,436.0,226.0,180.0,226.0,,,610.0,610.0,813.0,,,,,
L,L203X203X22.2,L203X203X22.2,67.0,8580,203.0,,,,,,,,203.0,,,,,,,22.2,,,38.1,38.1,,58.7,58.7,,21.1,21.1,,9.14,,,,,33.2,415.0,229.0,62.2,33.2,415.0,229.0,62.2,13.6,39.9,164.0,1440.0,4.32,,,,,,,,111.0,0.63,1.0,52.9,136.0,0.0,136.0,68.6,83.1,68.6,388.0,,388.0,198.0,164.0,198.0,,,610.0,610.0,813.0,,,,,
L,L203X203X19,L203X203X19,57.9,7420,203.0,,,,,,,,203.0,,,,,,,19.1,,,35.1,34.9,,57.4,57.4,,18.3,18.3,,10.7,,,,,29.1,361.0,200.0,62.5,29.1,361.0,200.0,62.5,11.9,39.9,146.0,920.0,2.79,,,,,,,,112.0,0.63,1.0,46.2,137.0,0.0,137.0,69.3,81.3,69.3,338.0,,338.0,170.0,146.0,170.0,,,610.0,610.0,813.0,,,,,
L,L203X203X15.9,L203X203X15.9,48.7,6250,203.0,,,,,,,,203.0,,,,,,,15.9,,,31.8,31.8,,56.1,56.1,,15.4,15.4,,12.8,,,,,24.8,305.0,169.0,63.0,24.8,305.0,169.0,63.0,10.1,40.1,127.0,541.0,1.65,,,,,,,,112.0,0.63,1.0,39.5,138.0,0.0,138.0,69.8,79.5,69.8,287.0,,287.0,144.0,127.0,144.0,,,610.0,610.0,813.0,,,,,
L,L203X203X14.3,L203X203X14.3,44.0,5660,203.0,,,,,,,,203.0,,,,,,,14.3,,,30.2,30.2,,55.6,55.6,,13.9,13.9,,14.2,,,,,22.6,275.0,153.0,63.2,22.6,275.0,153.0,63.2,9.12,40.1,116.0,400.0,1.22,,,,,,,,113.0,0.63,1.0,36.0,139.0,0.0,139.0,70.1,78.7,70.1,259.0,,259.0,130.0,116.0,130.0,,,610.0,610.0,813.0,,,,,
L,L203X203X12.7,L203X203X12.7,39.3,5060,203.0,,,,,,,,203.0,,,,,,,12.7,,,28.7,28.6,,55.1,55.1,,12.4,12.4,,16.0,,,,,20.3,247.0,137.0,63.2,20.3,247.0,137.0,63.2,8.24,40.4,106.0,284.0,0.867,,,,,,,,113.0,0.63,1.0,32.4,139.0,0.0,139.0,70.1,78.0,70.1,233.0,,233.0,118.0,106.0,117.0,,,610.0,610.0,813.0,,,,,
L,L203X152X25.4,L203X152X25.4,65.5,8450,152.0,,,,,,,,203.0,,,,,,,25.4,,,38.1,38.1,,41.9,67.3,,20.8,36.8,,8.0,,,,,33.7,447.0,247.0,63.2,16.1,265.0,146.0,43.7,8.87,32.5,125.0,1810.0,4.38,,,,,,,,98.6,,0.542,41.0,101.0,39.1,133.0,71.1,68.8,39.1,406.0,1050.0,306.0,125.0,129.0,226.0,,,559.0,508.0,711.0,,,,,
L,L203X152X22.2,L203X152X22.2,57.9,7420,152.0,,,,,,,,203.0,,,,,,,22.2,,,35.1,34.9,,40.6,66.0,,18.3,36.3,,9.14,,,,,30.1,398.0,220.0,63.5,14.5,236.0,130.0,44.2,7.87,32.5,110.0,1230.0,3.03,,,,,,,,99.6,,0.546,36.8,102.0,38.4,135.0,71.6,67.3,39.9,361.0,959.0,274.0,110.0,117.0,197.0,,,559.0,508.0,711.0,,,,,
L,L203X152X19,L203X152X19,50.1,6450,152.0,,,,,,,,203.0,,,,,,,19.1,,,31.8,31.8,,39.6,64.8,,15.8,34.0,,10.7,,,,,26.4,346.0,192.0,64.0,12.8,205.0,113.0,44.5,6.91,32.8,95.4,791.0,1.95,,,,,,,,100.0,,0.55,32.4,103.0,37.6,136.0,72.1,66.0,40.4,315.0,862.0,238.0,95.9,105.0,170.0,,,559.0,508.0,711.0,,,,,
L,L203X152X15.9,L203X152X15.9,42.2,5430,152.0,,,,,,,,203.0,,,,,,,15.9,,,28.7,28.6,,38.4,63.5,,13.4,32.3,,12.8,,,,,22.6,293.0,162.0,64.5,11.0,172.0,96.4,45.0,5.87,32.8,80.5,466.0,1.16,,,,,,,,101.0,,0.554,27.7,104.0,36.8,137.0,72.9,64.3,41.1,267.0,752.0,202.0,80.5,91.3,143.0,,,559.0,508.0,711.0,,,,,
L,L203X152X14.3,L203X152X14.3,38.1,4910,152.0,,,,,,,,203.0,,,,,,,14.3,,,26.9,27.0,,37.8,63.0,,12.1,31.5,,14.2,,,,,20.6,265.0,147.0,64.8,10.0,156.0,87.5,45.2,5.33,33.0,72.9,343.0,0.859,,,,,,,,101.0,,0.556,25.3,104.0,36.6,137.0,72.9,63.8,41.1,243.0,692.0,184.0,73.1,83.6,129.0,,,559.0,508.0,711.0,,,,,
L,L203X152X12.7,L203X152X12.7,34.1,4390,152.0,,,,,,,,203.0,,,,,,,12.7,,,25.4,25.4,,37.1,62.5,,10.8,30.5,,16.0,,,,,18.5,239.0,131.0,64.8,9.03,140.0,78.5,45.5,4.79,33.0,65.2,243.0,0.612,,,,,,,,102.0,,0.557,22.7,105.0,36.6,138.0,73.4,62.7,41.7,216.0,621.0,166.0,65.2,76.4,115.0,,,559.0,508.0,711.0,,,,,
L,L203X152X11.1,L203X152X11.1,29.9,3860,152.0,,,,,,,,203.0,,,,,,,11.1,,,23.8,23.8,,36.6,61.7,,9.5,29.2,,18.3,,,,,16.4,211.0,116.0,65.0,8.03,123.0,69.3,45.7,4.25,33.3,57.5,165.0,0.416,,,,,,,,102.0,,0.559,20.1,106.0,36.1,139.0,73.7,62.0,41.9,190.0,559.0,145.0,57.7,68.5,101.0,,,559.0,508.0,711.0,,,,,
L,L203X102X25.4,L203X102X25.4,55.4,7160,102.0,,,,,,,,203.0,,,,,,,25.4,,,38.1,38.1,,26.4,77.0,,17.6,62.2,,8.0,,,,,29.0,398.0,229.0,63.8,4.83,127.0,64.6,26.2,3.26,21.4,57.0,1530.0,3.46,,,,,,,,95.3,,0.247,30.6,80.5,68.3,126.0,57.7,44.2,16.9,380.0,447.0,243.0,56.5,73.8,192.0,,,508.0,406.0,610.0,,,,,
L,L203X102X22.2,L203X102X22.2,49.3,6320,102.0,,,,,,,,203.0,,,,,,,22.2,,,35.1,34.9,,25.3,75.9,,15.5,61.2,,9.14,,,,,26.1,356.0,205.0,64.3,4.37,111.0,57.5,26.4,2.9,21.5,50.1,1040.0,2.39,,,,,,,,96.0,,0.252,27.5,81.5,67.6,127.0,58.2,43.2,17.3,338.0,408.0,216.0,49.8,67.2,167.0,,,508.0,406.0,610.0,,,,,
L,L203X102X19,L203X102X19,42.5,5480,102.0,,,,,,,,203.0,,,,,,,19.1,,,31.8,31.8,,24.1,74.7,,13.5,59.4,,10.7,,,,,22.9,310.0,179.0,64.8,3.9,95.4,50.3,26.7,2.56,21.6,43.4,670.0,1.54,,,,,,,,96.5,,0.257,24.2,82.3,66.3,128.0,58.9,41.9,17.9,295.0,365.0,188.0,43.4,61.0,143.0,,,508.0,406.0,610.0,,,,,
L,L203X102X15.9,L203X102X15.9,36.0,4620,102.0,,,,,,,,203.0,,,,,,,15.9,,,28.7,28.6,,22.9,73.4,,11.4,57.7,,12.8,,,,,19.6,264.0,151.0,65.0,3.38,79.6,42.9,26.9,2.18,21.7,36.7,398.0,0.918,,,,,,,,97.3,,0.262,20.8,83.3,65.3,129.0,59.4,40.9,18.4,249.0,318.0,161.0,36.7,53.3,118.0,,,508.0,406.0,610.0,,,,,
L,L203X102X14.3,L203X102X14.3,32.4,4190,102.0,,,,,,,,203.0,,,,,,,14.3,,,26.9,27.0,,22.3,72.6,,10.3,56.6,,14.2,,,,,17.9,239.0,137.0,65.3,3.1,71.9,39.0,27.2,1.99,21.8,33.3,293.0,0.679,,,,,,,,97.5,,0.264,19.0,83.6,64.5,130.0,59.9,40.1,18.7,228.0,295.0,146.0,33.3,49.7,106.0,,,508.0,406.0,610.0,,,,,
L,L203X102X12.7,L203X102X12.7,29.0,3740,102.0,,,,,,,,203.0,,,,,,,12.7,,,25.4,25.4,,21.7,72.1,,9.22,55.9,,16.0,,,,,16.1,215.0,123.0,65.5,2.81,64.1,35.2,27.4,1.8,21.9,29.8,209.0,0.483,,,,,,,,98.0,,0.266,17.1,84.1,64.0,131.0,60.2,39.6,18.9,203.0,267.0,131.0,29.8,45.4,95.2,,,508.0,406.0,610.0,,,,,
L,L203X102X11.1,L203X102X11.1,25.6,3300,102.0,,,,,,,,203.0,,,,,,,11.1,,,23.8,23.8,,21.1,71.4,,8.1,54.9,,18.3,,,,,14.2,190.0,108.0,65.8,2.51,56.0,31.1,27.7,1.6,22.0,26.4,142.0,0.328,,,,,,,,98.3,,0.268,15.2,84.6,63.5,131.0,60.7,38.9,19.3,179.0,239.0,115.0,26.4,41.1,83.1,,,508.0,406.0,610.0,,,,,
L,L178X102X19,L178X102X19,38.8,4990,102.0,,,,,,,,178.0,,,,,,,19.1,,,31.8,31.8,,25.4,63.5,,14.0,46.7,,9.33,,,,,15.7,243.0,137.0,56.1,3.75,91.8,49.3,27.4,2.34,21.7,42.1,612.0,1.07,,,,,,,,84.1,,0.324,17.1,74.9,52.6,114.0,55.9,43.7,20.1,229.0,326.0,151.0,42.0,53.6,117.0,,,457.0,381.0,559.0,,,,,
L,L178X102X15.9,L178X102X15.9,32.7,4190,102.0,,,,,,,,178.0,,,,,,,15.9,,,28.7,28.6,,24.3,62.2,,11.8,45.7,,11.2,,,,,13.5,205.0,117.0,56.6,3.24,76.9,42.0,27.9,2.0,21.8,35.4,361.0,0.636,,,,,,,,84.8,,0.329,14.7,75.7,51.6,115.0,56.4,42.7,20.5,195.0,285.0,128.0,35.6,46.9,97.5,,,457.0,381.0,559.0,,,,,
L,L178X102X12.7,L178X102X12.7,26.5,3390,102.0,,,,,,,,178.0,,,,,,,12.7,,,25.4,25.4,,23.1,61.0,,9.55,44.2,,14.0,,,,,11.1,167.0,94.9,57.2,2.7,61.8,34.4,28.2,1.64,22.0,28.8,190.0,0.336,,,,,,,,85.6,,0.334,12.1,76.7,50.5,116.0,57.2,41.1,21.2,158.0,239.0,104.0,28.7,39.8,77.4,,,457.0,381.0,559.0,,,,,
L,L178X102X11.1,L178X102X11.1,23.4,2990,102.0,,,,,,,,178.0,,,,,,,11.1,,,23.8,23.8,,22.5,60.5,,8.41,43.4,,16.0,,,,,9.82,148.0,83.7,57.4,2.41,54.2,30.5,28.4,1.46,22.1,25.4,129.0,0.229,,,,,,,,85.9,,0.337,10.8,77.2,50.0,117.0,57.4,40.6,21.5,140.0,215.0,92.4,25.4,35.9,67.9,,,457.0,381.0,559.0,,,,,
L,L178X102X9.5,L178X102X9.5,20.2,2580,102.0,,,,,,,,178.0,,,,,,,9.53,,,22.2,22.2,,21.9,59.7,,7.26,42.4,,18.7,,,,,8.53,128.0,72.4,57.7,2.11,46.5,26.4,28.4,1.27,22.2,22.0,82.4,0.146,,,,,,,,86.4,,0.339,9.37,77.7,49.5,117.0,57.9,39.9,21.8,120.0,188.0,79.8,21.8,31.8,58.0,,,457.0,381.0,559.0,,,,,
L,L152X152X25.4,L152X152X25.4,55.7,7100,152.0,,,,,,,,152.0,,,,,,,25.4,,,38.1,38.1,,47.2,47.2,,23.3,23.3,,6.0,,,,,14.7,252.0,140.0,45.5,14.7,252.0,140.0,45.5,6.2,29.7,93.4,1530.0,2.48,,,,,,,,80.8,0.64,1.0,23.2,98.8,0.0,98.8,50.0,66.8,50.0,234.0,,234.0,124.0,92.9,124.0,,,457.0,457.0,610.0,,,,,
L,L152X152X22.2,L152X152X22.2,49.3,6290,152.0,,,,,,,,152.0,,,,,,,22.2,,,35.1,34.9,,46.0,46.0,,20.7,20.7,,6.86,,,,,13.3,225.0,125.0,46.0,13.3,225.0,125.0,46.0,5.54,29.7,84.9,1040.0,1.72,,,,,,,,81.5,0.63,1.0,21.0,99.8,0.0,99.8,50.5,65.0,50.5,210.0,,210.0,109.0,85.2,109.0,,,457.0,457.0,610.0,,,,,
L,L152X152X19,L152X152X19,42.7,5460,152.0,,,,,,,,152.0,,,,,,,19.1,,,31.8,31.8,,45.0,45.0,,17.9,17.9,,8.0,,,,,11.7,195.0,109.0,46.2,11.7,195.0,109.0,46.2,4.83,29.7,75.9,670.0,1.12,,,,,,,,82.3,0.63,1.0,18.6,101.0,0.0,101.0,50.8,63.5,50.8,184.0,,184.0,95.1,76.0,95.1,,,457.0,457.0,610.0,,,,,
L,L152X152X15.9,L152X152X15.9,36.0,4600,152.0,,,,,,,,152.0,,,,,,,15.9,,,28.7,28.6,,43.7,43.7,,15.1,15.1,,9.6,,,,,10.0,166.0,92.4,46.7,10.0,166.0,92.4,46.7,4.08,29.7,66.2,398.0,0.671,,,,,,,,83.3,0.63,1.0,16.0,102.0,0.0,102.0,51.6,61.7,51.6,156.0,,156.0,79.1,66.2,79.1,,,457.0,457.0,610.0,,,,,
L,L152X152X14.3,L152X152X14.3,32.6,4160,152.0,,,,,,,,152.0,,,,,,,14.3,,,26.9,27.0,,43.2,43.2,,13.7,13.7,,10.7,,,,,9.16,150.0,83.9,47.0,9.16,150.0,83.9,47.0,3.7,30.0,61.1,293.0,0.497,,,,,,,,83.6,0.63,1.0,14.6,103.0,0.0,103.0,51.8,61.0,51.8,142.0,,142.0,71.4,60.8,71.5,,,457.0,457.0,610.0,,,,,
L,L152X152X12.7,L152X152X12.7,29.2,3720,152.0,,,,,,,,152.0,,,,,,,12.7,,,25.4,25.4,,42.4,42.4,,12.2,12.2,,12.0,,,,,8.28,135.0,75.2,47.2,8.28,135.0,75.2,47.2,3.35,30.0,55.7,209.0,0.354,,,,,,,,84.1,0.63,1.0,13.2,103.0,0.0,103.0,52.3,59.9,52.3,128.0,,128.0,64.1,56.1,64.1,,,457.0,457.0,610.0,,,,,
L,L152X152X11.1,L152X152X11.1,25.6,3280,152.0,,,,,,,,152.0,,,,,,,11.1,,,23.8,23.8,,41.9,41.9,,10.7,10.7,,13.7,,,,,7.33,119.0,66.5,47.2,7.33,119.0,66.5,47.2,2.93,30.0,50.0,142.0,0.241,,,,,,,,84.3,0.63,1.0,11.7,104.0,0.0,104.0,52.3,59.2,52.3,113.0,,113.0,56.1,49.7,56.0,,,457.0,457.0,610.0,,,,,
L,L152X152X9.5,L152X152X9.5,22.2,2830,152.0,,,,,,,,152.0,,,,,,,9.53,,,22.2,22.2,,41.1,41.1,,9.27,9.27,,16.0,,,,,6.41,103.0,57.5,47.5,6.41,103.0,57.5,47.5,2.58,30.2,44.1,90.7,0.154,,,,,,,,84.8,0.63,1.0,10.2,104.0,0.0,104.0,52.8,58.2,52.8,98.2,,98.2,49.0,44.4,49.0,,,457.0,457.0,610.0,,,,,
L,L152X152X7.9,L152X152X7.9,18.5,2370,152.0,,,,,,,,152.0,,,,,,,7.94,,,20.7,20.6,,40.6,40.6,,7.77,7.77,,19.2,,,,,5.41,86.2,48.3,47.8,5.41,86.2,48.3,47.8,2.16,30.2,37.7,53.7,0.0908,,,,,,,,85.1,0.63,1.0,8.66,105.0,0.0,105.0,53.1,57.4,53.1,82.6,,82.6,40.8,37.7,40.8,,,457.0,457.0,610.0,,,,,
